kjo99**|가격대비 너무 이뻐요!안에 긴 가방끈도 있어서 놀랐습니다생각보다 작긴한데 귀엽네요!!
fafafa09**|기모 폴라티에다가 같이입으면 너무이쁜 조끼 살짝 촌스러운감은 잇지만 그래두 넘나이쁘구 얇아서 따뜻하진않네영
fafafa09**|얘랑 쪼끼입느면 진짜 예뻐보이는 직장인느낌...?이랄까요기모라ㅛㅓ 따뜻하구여 !! 전 너무 맘에들었습니당
ehgml09**|넘나예뻐요 허리가 특히 밴딩으로 되어있어서 살찐 저한테도 딱 좋네요ㅠㅠ 색감도 예쁘고 도톰해용
fafafa09**|이아이는 진짜이뻐여 너무이쁘구 맘에들어서 일갈때나 데이트할때나 평상시에도 얘만입어여 너무이쁘니가 극추
wldo19**|방금 목도리 받았는데 색이 너무 이쁘고 너무만족합니당 너무 따시고 좋아요!! ㅜㅜ  앞으로 이거만 써야겠어용
fafafa09**|존예dㅋㅋㅋㅋㅋㅋㅋㅋ이거 진짜예쁘구 루즈핏 장난아니구여단지 아쉬운점으뉴 조금 얇다는거...?
fafafa09**|사이즈가크게나온건가요...?잘모르겟네여...태슬도 조굼 길어서 뭔가 좀애매하구여 인터넷주문보단 신발은 직접보고사는게...
fafafa09**|고고싱에서 산옷들중 제일맘에듭니다 치마 라인두 이쁘고 셔츠도 넘나 깔꼼해서 괜찮았습니다! 어디에든 코디해보능것도 재밋구영 ㅎㅎ 추천드려여
fafafa09**|브라개맘에들어여..d 요곤 인정 ㅎㅎㅋㅋㅋㅋㅋ재구매 의향 무조건있구여 편하구 섹시함도 은근 잇구룡
fafafa09**|인간덕으로 무슨 애기바지도아니고 사이즈 잫못재신거아닝가오...진짜 완전작다고생각하셔야하구여 단추좀 똑바로만드세여
fafafa09**|양말이 기니까 좋은점두잇눈뎅 너무길어서 안좋은점두잇는거같아옇ㅎㅎㅎㅎㅎㅎㅎ..뭐 다시구매의향은 잇죵
dlgusal02**|생각보다 어둡진 않고 그냥 갈색이더라구요 뭐에 맞춰입어야 될지의문이지만 그래도 심플하고 이뻐요
dlgusal02**|색깔도 이쁘고 소재도 부들부들하니 좋았ㅇ요.. 근데 나중에 빨래잘못해서 옷이 줄어들것만 같은 기븐... 무튼 옷 짱이뻐여! 저처럼 목에 살많으신 분들이 입어도 굳굳
db08**|치마 예쁘고 핏 예쁘고 도톰해서 겨울에 입기 딱 좋고 싸구려같은 느낌없이 괜찮은 치마예요. 오랜만에 좋은 치마 건진 거 같아 좋습니다. 잘 입을게요:)
icecream03**|생각보다 도톰하고 따뜻한 편이어서 평소에 난방이나 니트위에 입기 좋아요. 색감도 따뜻하고 겉이 기모?여서 좋고 또 팔부분이 공간이 여유로워서 껴입을때 좋아요.
icecream03**|엄청 따뜻하고 부드러워요! 옷 안쪽까지 전부 다 털로 되어있어서 정말 따뜻합니다! 편하게 입기 좋은거 같아요.
icecream03**|딱 봤을때 엄청 시원해보이고 나풀나풀한 원피스여서 여행갈 때 입으려구요! 근데 비침이 좀 있어요ㅜ
gy52**|예뻐요!!!!!!! 좀 잘 녹을거같다고 하긴 하던데그래도 마음에 듭니당 ㅎ 베이지색도 예쁠거같아여
toffjfml1**|목이 조금 따끔거려요ㅠㅠ그래서 계속 목부분에 신경쓰여요...그래도 흰색이어서,하얀 눈색이어서 마음에 들어요
toffjfml1**|딱 맞아서 완전 좋아요 치마 색도 이뻐요!!배송이 많이 늦었지만 기다린 보람이 있더라고요잘 맞아서 옷 잘산거 같아요
heul040**|처음으로 검은색 사봤는데 예쁘네요ㅠㅠ손목부분이랑 밑단이 잘 잡아줘서 좋구요길이도 적당해서 좋아요!!
heul040**|배송도 빠르고 옷도 너무 예뻐서 만족중입니다ㅠㅠ믿고사는 고고싱 니트라서 사이즈도 안재고 그냥 샀는데 딱 맞아요!팔은 좀 길어서 한번 접어서 입고 있습니당다른 컬러도 사고 싶습니다~!
10215037782797925**|크림 구매하였습니다 ~~ 무난한 색갈이라 데일리 코디에 다 잘 어울리는것같아욤!! 이쁘겐한데 아쉽게도 좀 얇은감이있네요...
10215037782797925**|블랙 구매하엿습니당~~ 무난한 색갈이라 데일리 코디에 다 잘 어울리는것같아욤!! 그른데 역간 어깡된느낌이있네요 ... 어깨가 작아서 그런지 코트가붕뜬느낌 ㅠ
10215037782797925**|블랙 구매하엿습니당~~ 무난한 색갈이라 데일리 코디에 다 잘 어울리는것같아욤!! 하지만 모델분처럼 다리가 앏아보이진않네요 ㅠ 압박을 잘안되는것같아욤 ㅠ
10215037782797925**|블랙 구매하엿습니당~~ 무난한 색갈이라 데일리 코디에 다 잘 어울리지만 다리가 모델분처럼 얇아보이진않아요 ㅠㅠㅠ
10215037782797925**|블랙 구매하엿습니당~~ 무난한 색갈이라 데일리 코디에 다 잘 어울리는것같아욤!! 질두 만족스러워욥!!
10215037782797925**|오트밀 구매하엿습니당~~ 무난한 색갈이라 데일리 코디에 다 잘 어울리는것같아욤!! 질두 보들보들하구
pg90**|베이지랑 그레이 둘 다 샀어요. 그레이는 사진보시면 아시겠지만 연한 회색이 아닌 진한 회색입니다. 냄새는 회색이 덜하네요 이유는 모르겠지만ㅎㅎ 둘 다 하자없이 빠르게 배송되었고 그레이 또한 추천합니다.
pg90**|베이지는 색이 진하게 나와서 약간 브라운같기도 해요.울냄새(?)같은 냄새가 나긴 하지만 적당한 브이넥과 보풀이 안 일어날것같은 재질이라 추천합니다.
thdus75**|그롭티로 입으려 했는데 너무 길어서 못입었구요ㅠㅠㅠㅠ 그래도 신축성이랑 라인 잡아주는 거는 짱
jiy2**|제일 많이 기대했는데 친구들이 치어리더냐며... 근데 또 저 말고 키 크고 마른애가 입으니까 예쁘더라구요ㅠㅠ 마른 사람이 입어야 예쁜가봐요..! 얇은데 그래도 전 잘 입구 있답니당!!!
jiy2**|재질이 우선 진짜 좋아요. 실밥은 솔직히 싼값하는거라고 생각하고..! 단추부분 실밥이 엉성하기는 한데 그래도 보기에 진짜 예뻐서 괜춘!
jiy2**|진짜 너무 편해요~ 얇긴한데 요즘같은 날씨에는 좀 춥지만 위에 후드집업걸치고 롱패딩입으면 굿!!!
o586**|산 것 중에 제일 맘에 들었어요 너무 이뻐요!!!
o586**|가격도 저렴하고 편해서 너무 맘에 듭니다하지만 길거리 돌아다닐 때 마다 같은 옷을 입은 사람을 꼭 마주쳐서ㅎㅅㅎ;
o586**|길이는 적당하고 좋은데 기대보단 이하에요! 그래도 잘 입고 다닙니다ㅎ
thdgus**|예뻐요 !!! 골지 재질인데 엄청 짱짱하고 :) 어두운 색이랑 입으면 잘어울 갈색이에요 색감도 재질도 모두 만족입니당
thdgus**|장갑 처음 받고는 되게 까끌까끌한 느낌이 들었는데 또 막상 껴보니까 부드럽고 따뜻해요 !!! 다른 색깔도 탐이 나는데 검은색 옷이 많으신 분들은 회색 추천해요!
urim23**|치마 완전이뿐데 벨트는 그냥 안하구 딴거 하시는게 좋을것같아요 암튼 치마는 완전 이뻐용 ㅠㅠㅠㅠㅠ
urim23**|이건 그냥 바지 입으면 잘나가는 회사원이 된 기분입니다 짱짱하구 정말정말 예뻐용 ㅠㅠㅠ 핏도 잘잡구
urim23**|완전 양말 이쁨 ㅠㅠㅠㅠ 검은색 로퍼랑 신으면 아주 그냥 여리여리 대박이구 완전 짱 이뻐용 ㅠㅠㅠㅠㅠㅠㅠㅠ
bis25**|완전 따뜻해요 올 겨울은 치마입어도 상관없을 것 같네요 하도 스타킹이 단단해가지고ㅎㅎ 잘입을게요♡
bis25**|생각보다 화면보다 연한 색깔이 왓네요 화면은 중청같은데 온 바지는 좀 중청과 연청의 중간사이네요ㅠ 봄때 이바지는 입어야 겟어요ㅎㅎ잘입을게요♡
bis25**|이뻐요ㅎㅎ근데 사이즈가 좀 작게 나오는 건가 아니죠 제가 살이 찐거겟죠ㅎㅎ 쨋든 뱃살 좀만 빼고 입으면 될것 같아요ㅎㅎ 감사합니다
sobeast54**|뭔가 가슴골이 생겨서 좋긴한데 전 어깨끈이 너무 자주 풀려요 첨엔 왼쪽이 자꾸 풀리다고 지금은 양쪽다 풀려요 그래도 가슴모아지는건 좋은거 같아요
sobeast54**|저 키 한 150정도로 엄청 작은데도 무릎위정도까지 와요 너무 길면 허리에 끈 조절하는걸로 올리면 되니까 키 작은분들도 이쁘게 입을수 있어요!!!! 데이트할때 입고가니까 남자친구가 이쁘다고 해줬어요 근데 진짜 이뻐여 ㅋㅋ
sobeast54**|운동할때 간편하게 입을 옷 사고싶어서 여기저기 다 검색해봤는데 이옷이 진짜 가격도 저렴하고 입어도 편하고 좋아요~~!!! 그냥 치마레깅스에 있는 그런 제질인거 같은데 먼지가 좀 많이 붙는거 같아요 ㅜㅠ 다리도 그나마(?) 날씬해 보이고 이가격에 이정도면 엄청 잘 산거 같아요
whalfks35**|일단 배송이 너무 빨리 와서 맘에들어요 가격도싸고 옷도 예쁜거 갖ㄷ아요 아직 입어보진 않았는데 같이산 흰색 목폴라랑 입으면 예쁠꺼같아요 다음에는 검정색도 사보려고요 어쨌든 이가격에 만족합니다!
whalfks35**|진짜 대박이예요 배송이 일단 너무 너무 빨리 왔어요 읏도 이가격에 너무 예쁘고 같이 산 치마나 청바지에 입어도 다 예쁠꺼 갗아요 근데 몇번입으면 보풀이 조금 생기는거 같더라구요 그것빼고는 다맘에 들어요 만족합니다!
aa21ss**|이건 진짜 구구절절 안써도되요..진짜 최고..내인생바지입니다
aa21ss**|하체비만이라서 바지는 잘안입는데 알바할때는 어쩔수없이 입어야하니까 샀는데 너무 편해서 평상시에도 잘입고다녀요~~후회안합니당
mm121**|요즘 날씨가 너무 추워서 코트안에 입으려고 샀습니다.코트안에 가볍게 입기 좋고 디자인도 무난하게 입기 좋은 것 같아요!
mm121**|기모스타킹치고 가격도 저렴한 것 같고 따뜻하게 잘 입고 있습니다. 먼지도 잘 안붙고 추천합니다!
mm121**|따뜻하고 귀여운 치마인 것 같아요 ㅎㅎ 길이도 너무 짧지 않고 무릎 약간 위라서 딱 괜찮습니다! 추천합니다
sungsu**|받는데 생각했던 것보단 좀 얇은 재질이었는데 입어보니깐 나쁘지 않았어요. 쫀쫀하구 잘입을거 같아요!
sungsu**|일단 받아서 포장 뜯어보고 놀랐습니다. 색은 화면에서 보는거랑 비슷하고요 저 키가 적아서 맞는 길이가 없었는데 이건 딱맞아요! 이쁘고요 스판끼도 좋아서 다리 라인 딱 잡아주네요!!
skdud97**|길이도 두께도 적당해서 너무 예뻤습니다ㅠㅠ  색상도 별로 흔치 않아서 되게 자주 하고 댕겨요 !
54574019**|색이 넘 이쁘네요! 그런데 사이즈가.. 좀 작아요 ㅠㅠ 라지를 했어야 좋을뻔했어요 ㅠㅠ그 부분이 아쉽지만 티를 풍덩한걸 입어 가려봐야겟네요..살을 좀 빼야지 ㅠㅠㅠ잘입을께요^0^
671811936**|기모덕분에 춥지도 않고 사이즈도 잘 맞아서 너무 좋았어요 색감도 제가 딱 원하는 색감이고 청바지 많이 없기도 하고 잘 안입었는데 이제는 많이 입게 되네요!
671811936**|제가 조금 통통한 편이라 L로 샀는데 사이즈 선택도 좋았고 핏이랑 옷도 색감이 너무 예뻐서 다 만족스러웠습니다!! 정말 자주 입고 다녀요
puritystyl**|딱 기본 치마라서 구매했어요. 너무 짧지도 않고 딱 원하는 미니 스커트 길이라서 좋아요.예쁘게 입을게요 :)
671811936**|진짜 제가 원하던 색상이랑 핏이어서 너무 좋았고 이거 입고간 날 다 옷 예쁘다고 칭찬해주셨어요!! 저도 정말 다 마음에 들었고 지금은 제가 정말 아끼는 옷이에요ㅜㅜ
puritystyl**|밴딩이라 좀 더 허리에 맞게 조여 줬으면 더 좋앗겠지만 밥먹고 난 후를 생각하면 밴딩이라 더 좋은 것 같기도 ㅋㅋㅋㅋ안에 바지가 있어서 편하게 입고 좋네요
puritystyl**|생각보다 옷이 좀 얇긴하지만 롱코트에 입을거라 괜찮을 것 같아요.벨트랑 한 세트로 되어잇어서 코디하기도 편하고 좋아요 :)
tladnjs2**|색상 고민하다가 평소에 잘 안입는 레드 오렌지 색상에 도전해봤어요 근데 받아서 보니까 괜찮더라구요!! 특히 포인트로 입기 좋은 니트이고 색상도 너무 빨갛지 않아서 예뻤어용 잘 입을게요!!
tladnjs2**|피치 색상 정말 예뻐요!! 그리고 진짜 따뜻해요ㅋㅋㅋ 체크무늬 목도리 갖고싶어서 보자마자 샀어요 넓고 길어서 실내에선 담요 덮듯이 활용할 수 있어용 진짜 추웠던 날 하고 나갔는데 목이 너무 따뜻했어요
tladnjs2**|제일 기대했던 상품이에요!! 받아보니 정말 너무 예뻐서 기다린 보람이 있다고 생각했어용 차콜 세트로 샀는데 상의가 다른 옷이랑 매치할 수도 있고 활용도가 좋아서 만족합니다!
yura1**|신상뜨자마자 이뻐보여서 바로 구마했어요 색깔은 화면 그대로에요 목폴라가 살짝 길어서 접어입었어요 두께도 두껍고 엄청 따뜻해용 배송도 이틀?만에 오고 엄청 좋았어요 다만 맨살에 입으면 까슬해서 주의하셔야 할거 같아요 아무튼 추천합니다
dbdus09**|특가로 떴을때 구매했는데 배송도짱빠르고 좋았어요ㅎㅎ 옷도 귀엽구 제가 키가작아서 길이는 막짧다고 느껴지진않고 적당했던것 같아용 카라부분이있어서 포인트로 더 귀여운것같네요 겨울내내 편하게 잘입을것같아서 만족합니다ㅎㅎㅎ
yousy**|여기서 산 것 중에 제일 맘에 들어요아직 아까워서 한 번 밖에 안입었어요ㅋㅋㅋㅋㅋ사세요~~
tpdush**|블라우스 예뻐요 따뜻해보이고 히든버튼이라 깔끔하네요. 스커트에 두루두루 코디해서 입기 좋겠네요.
tpdush**|옷은 예뻐요 가슴이 딱맞아서 살을 좀 빼고 입어야겠네요 . 매우 갑갑해요. 가슴크신분들은 힘들듯하네요.
tpdush**|반질반질한 검은코트라서 반품할까 고민했어요. 택배봉투랑 다 버려버려서 그냥 입어요. 핏이 예뻐요 반질반질한거만 빼면 괜찮아요 누빔이라 좋아요 막입고다닐수있을거같아요
tpdush**|쫀쫀하고 좋아요 재구매의사있어요 목도 잘안늘어날꺼같네요. 근데 보풀은 좀 걱정되지만 한철 잘입을꺼같아요
460102354392095**|이거 진짜 외안사요 ??????????너무 예뻐ㅜㅜ 저는 슬랙스랑 같이사서 넣어입었는데 ㅠㅜㅠ 진짜 너ㅓㅓ무 예뻐 ㅜㅜ소매 두번접고입으면 딱 예뻐요 ㅜ네이비도 품절 풀리면 살예정 ,,,
460102354392095**|진짜 ㅠㅜ 너무 맘에들어요,,사실 M주문하려고 했는데 품절되서 L주문했거든여?클줄알았는데 넉넉하게 맞아서 조아요ㅠㅜㅠㅠㅜ 진짜 너무예뻐서 맨날입고다닐거야 ㅠㅜ
qkrtpdus9**|색감이 완전이뻐요 베이지 !! 재질이 좋은거같아여 보들하고 막엄청 얇지도않고 따뜻한건아닌데 날좀 풀리고 입으면 좋을구같애여
ciconia**|의외로옷이짧고얇어요그래도잘입을게여 최고무난무난템봄가을 받쳐입시편할것같아여그래도얇은게함정..
wldbs85**|L 사이즈 주문을했는데 생각지도 못한신축성때문에 허리가 헐렁헐렁하네요.다리부분도 스판이 매우 좋아요 ㅋㅋㅋ 원래 본인이 입으시는 사이즈 시키면 될것같아요일부로 L했더니 M 시킬걸 그랬습니다 ㅋㅋ
wldbs85**|무난하게 데일리용으로 많이 입고있습니다.다른색상도 구매할 예정이고,겨울엔 안에 목티 이너로 입고 겉에 맨투맨같이입어도 예쁘고 조금 날이 풀렸다싶으면그냥 저거 하나만 입어도 좋아요!
wldbs85**|일단 두께가 생각보다 두꺼워서 놀랐어요 그래도 좀 얇을 줄 알았는데 셔츠처럼.겨울에 입기 너무좋구요.안에 이너 안입고 그냥 원피스만 입으면살짝 까끌까끌해서 살이 좀 따가울수 있으니이너를 꼭 입어주시길!
