kjo99**|가격대비 너무 이뻐요!안에 긴 가방끈도 있어서 놀랐습니다생각보다 작긴한데 귀엽네요!!
chlwl2**|리본 달린 가방 갖고싶었는데 고고싱에서 사게 삿어요ㅎㅎ 진짜 러블리하고 크기는 딱 적당해요 장지갑 들어가요!! 원피스나 치마 입을때 매면 이쁠꺼같아요 검은색도 사게 얼른 재입고부탁드려용♥
woan**|이거 완전 예쁩니다. 사진보다 실물로 받았을때 더 예쁘구요 일단 길이도 길어서 원피스로 입기에 전혀 부담스럽지 않아서 좋았어요. 그리고 남방인데 두께도 생각보다 두꺼워서 이거입고 아우터만 걸쳐도 그닥 춥진 않았어요. 단점이 있다면 단추구멍이 작은건지 단추 잠그고 풀때 너무 힘듭니다 ㅠㅠ 그거말고는 예뻐서 니트나 어디든지 다 잘 어울려요 만족합니다 !!!
gh63**|그레이 색상 코트를 갖고싶었는데 잘 구매 한 것 같아서 기분 좋네요.  이쁘게 입겠습니다아앙
woan**|겨울에도 입을만한 남방을 찾고 있었는데 이 상품이 눈에 젤 들어왔어요. 기모긴 한데 제가 추위를 많이 타서 그런가 단독으로 입기엔 좀 얇은 감이 있지만 안에 목티랑 같이 입으면 예쁘기도 하면서 따뜻하게 입을수 있어서 좋아요. 디자인과 색상 길이감 핏은 다 만족입니다 !!!
chlwl2**|기모바지 다리 두꺼워보일까봐 잘안입는데 검은색바지도 필요하고 너무 추워서 시켰는데 기모가 얇게 들어있어서 부해보이지않아요 근데 다른바지들보다 허리사이즈는 큰거같고 고고싱 바지들은 엉덩이가 좀 타이트한거같아요 엉밑살이 부각되요ㅠㅠㅠ 그래서 좀 늘릴려고 자주입었드니 무릎이 금방 나왔어요 핏은 세미부츠핏이라 딱 이뻐요
jihyun93**|진짜 예뻐요 색도 너무 예쁘고 잘 샀다는 생각이 듭니다. 하지만 조금 너무 파인 듯한 느낌은 있어요. 그래서 저는 안에 목 폴라를 따로 입었습니다 쌀쌀한 날씨에 입기에는 조금 얇다는 거 참고해주세요
rlaalfk0**|조아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ배송돛빠르고ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㄹㅎㅎㄹㅎㄹㄹㄹㄹㄹㄹㄹㅋㅋㅋㅋㅋㅋㅋㅋ
134087840**|안에 아무 것도 안 입으면 살짝 까슬까슬 해용ㅠㅠ 배치마 해서 입으면 살짝 허리가 뚱뚱해 보이는 면이 옶지 않아 있어용ㅠㅠ 이런 면 빼고는 진짜 샥도 예쁘고 어디에 압어도 예쁜 옷 인 것 같아요 또 울이 20% 있어성 따뜻해용!
ahn12**|다른 니트원피스랑 레이어드해서 입엇는데 길이도 적당하구 귀엽다는 얘기들었어요 단독으로 가디건이랑 입었을때도 데이트룩 같고 좋아여!
wlswn18**|안에 ㅇㅣ너로 입음 이쁘지만 제가 어깨깡패이기 때문에 이것만 입으면 어깨로 모든걸 부실 수 있게 될것 같습니다.
wlswn18**|이쁜데 제가 뱃살깡패라 힘드네요ㅋㅋㄱ 뱃살 조금만 빼면 이쁘게 입고 다닐 것 같아요ㅋㅋ 다요트ㅠ
134087840**|택배 와서 입어 봤는데 치마가 좀 짧은 것 같다는 생각을 했어용ㅠㅠㅠ키가 160인 데도 불구하고.. 근데 예뻐서 그냥 입구 다닐려구용ㅋㅋㅋㅋ 진짜 넘. 예뻐용 그리고 저는 하체비만이여서 살을 좀 빼고 입으려는 중입니당ㅠㅠ 치마는 뒤에 고무줄이 있어서 잘 늘어나용 근데 위에 남방(?)이 너무 두꺼워서 배치마 하면 조금 뚱뚱해 보이는 것이 없지 않아 있어용! 살 빼고 꼭 입고 싶어용ㅠㅠㅠ
ahn12**|길이도 적당하구 저날은 안에 다른 셔츠원피스랑 레이어드 했지만 그냥 원피스만 입어도 브이넥때문에 되게 여리여리해보여요 사진은 애매한데 실물이 진짜 예쁩니다
wlswn18**|다리가 긴편인데 기장이 길어서 너무 좋아요!! 근데 생각보다 커서 줄줄 흐르네요ㅋㅋ다음엔 l사이즈로 사야겠습니다.
134087840**|아이보리는 무난하게 교복이나 청바지,치마에도 입을려고 샀는데 3~4개 정도 사 놓고 쓰면 좋을 것 같아요!
asaa**|사이즈가 좀 크긴 했는데 잘 입고 다녀요~ 키 큰 분이 입으면 진짜 예쁠 것 같아요 160 후반도 예쁘게 입을 듯??? 크게 입어도 크게 입는 대로 예쁨 근데 왼쪽 주머니가 단추에 걸려서 엄청 작아졌더라고요 그거 빼면 좋음 글고 안에 따뜻하게 박아 놔서 미친듯이 추운 날만 아니면 겨울 날씨에도 따시게 입어요 아그리고 가격에 비해 진짜 좋음 겉에도 보들보들 고급져 보여서 조아여
134087840**|이 옷을 받고 목폴라가 엄청 길어서 깜짝 놀랐어용~ 2번 접어도 예쁘고 1번 접으면 얼굴이 갸름해 보이는 예쁜 니트 입니다! 다른 색으로 하나 더 사고 싶어용ㅠㅠㅠㅠㅠㅠ 아쉽게도 사진이 없네용ㅠㅠㅠㅠㅜㅜㅜㅠ
rbfl12320**|쫀쫀하고 좋아요
wlswn18**|완전 맘에듭니다 덩치큰편인데 움직이기 편하고 입고다니기 편해요. 다른 색 한개 더 ㅅㅏ려구요!!
134087840**|교복에 어울리는 양말을 찾은 것 같아용 발목도 어느 정도 덮어주고 늘어나는 것도 잘 늘어나고 때가 잘 안 타는 것 같아용! 완전 가성비 좋은 양말 입니당!! 꼭 사세용ㅠㅠㅠㅠㅠㅠ
onon19**|생각보다 짧아서 아직 못입고 있어요 ㅜㅜ
onon19**|무난하고 어디든 어울리고 귀여운 디자인입니다
onon19**|이게 은근 쇄골과 목선이 보여서 섹시하면서 귀엽다고 해야하나.. 그런거 같아요 진짜 잘산거 같아요 ! 핑크랑 블랙두개샀는데 둘다 너무 맘에 듭니다! 다들 꼭 사세요!
onon19**|이게 은근 쇠골과 목선이 보여서 섹시하면서 귀엽다고 해야하나.. 그런거 같아요 진짜 잘산거 같아요 ! 핑크랑 블랙두개샀는데 둘다 너무 맘에 듭니다! 다들 꼭 사세요!
dbwls99**|다크브라운 색 샀는데 제가 모델언니가 입은 코트 색보고ㅠ아 이건 꼭 사야겠다 했는데 ㅠㅠ 실제로 보니 사진이랑은 좀 다르게 그냥 평범한 다크브라운 색이었어요ㅜㅜ 기대를 너무 많이했나봐옹 ㅜㅜ 그래두 옷은 너무너무 이뻐서 자주 입을 것 같아요!!! ㅎㅎㅎㅎ
ssjina**|괜찮아요. 잘 입을게요. 배송은 진짜 빨랐어요.니트가 비싼데 이가격이면 올 겨울 입을 수 있을 거 ㅅ같아요
onon19**|이뻐요  뒷밴딩때문에 편안하기도 하고 밥먹을땨 자크안풀러도 됌 ㅋㅋㅋㅋㅋㅋ
dbwls99**|ㅠㅠㅠㅠㅠ제가 이번에 샀던 것 중에 젤 이뻤어요!! ㅠㅠㅠ 진짜 가격대비 질도 너무좋고 부들부들한 게ㅠㅠㅜㅜㅠ .. 리본도 이뻤구!! ㅜㅜ 무튼 이 옷은 최고예요 ㅠㅠ 날 풀리면 이 니트만 입고 다니고 싶을 정도예요ㅠ
onon19**|따뜻하고 무난하게 입을수 있는 옷이에요 안감 보드랍고 거칠지 않아서 더 좋았오요
onon19**|너무 귀여워요! 여행갈때 썼는데 카와이했음요 ㅋㅋ
dbwls99**|너무 이쁘여!!!! ㅎㅎㅎ 색감은 사진이랑 똑같고 여리여리한게 너무 이뻐욯ㅎㅎㅎ 입고나서 벗는게 힘들어서 첨엔 한참 걸렸는데 이제는 괜찮아요 !!ㅎㅎㅎㅎㅎ 잘 입을게요~~~ㅎㅎㅎㅎ
onon19**|이것만 입어도 돼는건줄 알고 샀는데 얇은거라 안에 따로 속옷착용을 하고 입는거였어요 ㅠㅜ 진짜 얇아요
ssjina**|음 그냥 딱 그값 하는거 같아요. 색은 웹상에서 보는 것 그대로 입니다.올겨울 잘 입을 수 있을 것 같네요.배송은 진짜 빨랐어요.
cjs4f**|싸서그런가.. 금방 그 가랑이부분..? 거기가 찢어지더라구요... 골덴 소재라서 꿰매도 금방 입으면 떨어지고 그래서 불편했는데 핏은 이뻤씁니다.
onon19**|넘나 카와이해요 ㅠㅜ  다들 군밤장수 같다고 너무 귀엽다고 해요 ㅋ그리고 진짜 신기하게 이거하나 입었는데 따뜻해요 등에 땀나요 ㅋㅋㅋ
ssjina**|라일락 아이보리 두개 다 샀는데 개인적으로는 라일락이 더 이뻐요.재질은 사진상으로 보여지는 느낌 그대로 입니다.배송도 완전 빨랐어요.
cjs4f**|완전이쁘고 핏도이쁜데 보푸라기같은 것들이 너무떨어져요 ㅠ 실 먼지같은 것들이 떨어져서 음식에도 떨어지고 그렇더라구요.. 그거빼곤 다 좋았어요 보풀이 빨리생길것같지만 가격대비 괜찮아서 좋았어요
ssjina**|이뻐요. 아이보리라서 조금 관리 하기 힘들거 같은데 사진상으로 본 느낌 그대로입니다.배송은 진짜 빨랐어요. 굿
onon19**|좋아요 살이 살짝비춰서 더섹시한거 같아여 ㅎㅎ
k062209**|배송이 너무느렸는데...ㅠㅠ그래도 받아보니 이뿌네여..저희엄마도 이쁘다고 같이입자고하네여! 근데 달려있는게 너무 약하게 달려있어서..떨어질것같기두 그게 아쉽네여ㅠㅠ
ssjina**|배송은 빨랐구요.냄새가 좀 나긴 나더라구요.밖에다가 며칠 빼두면 될거같아요.근데 생각보다 질이 좋고 길어가지고 이번 겨울 잘 메고 다닐거 같아요
onon19**|이가격에 이바지 말도안됌 엄청 따뜻하지는 않으나 그냥 청바지보다는 두껍다고해야하나 그럼 ㅇㅇ
ssjina**|배송 진짜 빨랐어요!! M샀으면 반품했겠어요ㅠㅠ하체비만이라서... 이쁜 핏은 안나오는데 이쁘긴해요살빼서 입는걸로
onon19**|편하고 좋아요~ 신축성이 좋아서 편하게 입고 벗을수 있는것 같어요
dltmdgus03**|ㅠㅠ좀 사이즈가 커요ㅠㅠ힝  모델핏 기대했는데 전 어깨가 왜케 많이 남는지... 그리고 기장도 엄청 길고...그래두 따뜻하게 잘입고 댕겨요ㅎㅎ
dltmdgus03**|진짜 쫀쫀하구여 활동히기에 편해요~~! 제주도 갈려고 산거였는데 평상시에도 엄청 편하게 입고다닙니다  단  먼지가 많이 붙는 재질이라서 자주 먼지제거해주셔야해요ㅠㅎㅎㅎ 발목까지 쫀쫀하게 잘 붙어요 좋습니다!
wldnjsl20**|롱패딩이 너무 흔해 구입했는데 정말 잘 입고 다녀요 팔부분도 넉넉해서 안에 껴입도 넉넉해요 고고싱 자주 이용해서 후회는 없어요!
jmhw10**|진짜 예뻐요.. 급하게 입을 일이 있어서 사서 치마도 짧고 불편할까봐 걱정했는데 사이즈 살이 좀 있어도 충분히 입을 수 있고 처음 받았을 때 새옷 냄새도 심하지 않아서 좋았어요ㅠ 진짜 다른 색도 하나 더 사려고요 겨울에도 입을 수 있게 따뜻한 소재라서 더 좋아요 잘 입을게요!
chlwl2**|긴바지에 구두신을떄 신을려고 삿어요 바지에 구두신을때 맨발로 신으니깐 땀차고 미끄러워서ㅜ 근데 길이가 생각보다 짧아서 바지보다 밑에 내려오네요 요새 바지가 짧게 나와서 그런지ㅜ
chlwl2**|길이도 적당하고 흰색양말 질릴떄 신기 좋은거같아요 오트밀 니트에 같이 신으니깐 이뻤어요 검은색도 사려구용
chlwl2**|사진으로 볼떄 이 귀걸이의 이쁨을 다 담아내지 못하는거같아요 머리색이 어두우신분들은 흰색 사세요 무조건 사세요 영롱하고 가벼워서 귀도 편하고 가격도 저렴하고 역시 고고싱 최고에요
chlwl2**|흰색 사보고 너무 만족해서 검은색으로도 하나 더 삿어요! 근데 검은머리에 블랙은 티가 별로 안나더라구요ㅜㅜㅜ 저는 티나는 귀걸이를 선호해서 흰색이 더 이쁘다 생각해요!!
altjse**|특이한느낌이어서다른거살때샀는데예상외로예뻐요!!!골드샀는데 괜찮은것같아요!!크기좀큰편이라눈에잘띄어요!
altjse**|보자마자이뻐서바로샀어요!!!!ㅇ사진이랑보는거랑똑같고하트있어서뭔가귀여워요!!!감사합니당!!!!
altjse**|니트도두꺼운편이고생각보다너무괜찮아요!!!치마랑같이입으려고샀는데괜찮을것같아요!!!이쁘게잘입을게요
altjse**|이 치마 뜰때까지기다리고잇엇는데나오자마자바로구매햇어요!!생각보다재질이두꺼워서놀랬고따뜻하게입을수잇을것같아요!
my10**|보자마자 디자인부터 너무 예뻤어요. 전에 쓰던 장갑이 스마트폰 터치되는거라고 해서 샀는데 잘 안되더라구요ㅠㅠ 이것도 그렇게 되는건 아닐까 걱정하며 샀는데 진짜 잘되서 놀랐어요ㅎㅎ 가격도 배송비 합쳐도 시중에 파는것과 비슷한 가격이지만 질은 더 좋다고 생각합니다ㅎㅎ상품 잘 받았어요☺
33790297**|진짜 이뻐요 다들 다리도 이뻐보인다고 살빠졌냐고 물어보고 특히 요새 복숭아뼈 덮는 신발들이 많은데 그런거 신으면 키 작은 분들은 더 작아보이잖아요ㅠㅠ근데 이거 입고 입으면 딱 선이 맞아서 더 이뻐요 복숭아뼈 안덮는 길이라서 좋고 기모가 생각보다 얇긴한데 그래서 더 다리가 얇아보이는걸수도...ㅎ무튼 요새 이것만 입고다녀요 강추에요!!!
692101934**|"안에 기모가 들어있어서 따뜻 하고요!배송은 수요일 낮에 시켜서 목요일 저녁에 왔어요.처음에 딱 펼쳤을 때 "" 아. 이거 크겠다. "" 라는 생각을 했었는데 입어봐도 크긴 하지만 그렇게 큰 편이 아니라서 박시하게 입으면 될거 같다. 라는 생각을 했네요.앞으로도 구매하겠습니다. 잘 입을게요 ^-^"
52595891**|진짜 ㄹㅇ 존예 가디건.. 사진이랑 똑같고 심지어 부들뷰들부들 느낌도 너무 좋아요 흰색 재입고 안되나요 ㅜㅜ 흰색도 사고 싶다 ㅜㅜㅜㅜ
52595891**|사이즈도 길이감도 딱이에요~~ 옷 소재 자체가 스판이 없어서 앉았다 일어났다 할 때 불편하긴 하지만 소재가 그런 소재인걸 어쩌겠어요~~ 겨울치마로 딱!
566880088**|허리가 조금 크긴한데 그거는 다른 옷을 넣고 입으면 될것같아서 괜찮구요 가격대비 재질도 굉장히 맘에들고 색상도 이뻐요!
566880088**|사진이랑 똑같이 이쁘구요 재질도 사진이랑 비슷하고 하자없이 이쁘네용! 정말마음에들어요ㅎㅎ 이가격에 잘산것같아용!
gust**|이렇게 추운 겨울날에는 귀도리 필수입니다!! 따뜻함과 멋을 동시에 추구할 수 있어요 한층 더 귀여워집니다ㅋㅋ!배송도 빠르게 왔어요
jeeyoo**|보자마자 너무 예뻐서 샀어여!근데 진짜 사길 잘한것같아요~키가 워낙 작은편이라 길이감도 딱 좋고 얇긴한데 속에 히트텍 두장 입고 입을거에여^^.. ㅋㅋㅋㅋ 넘 이뻐서 아껴입을거에여 ㅜㅜ♥
tpdls76**|음ㅠ 먼가 부해 보이는 느낌이 들었어요.. 뭐 잘 코디해보면 괜찮겠죠..세일 할 때 구매해서 그냥 뭔가 좋은 경험 한 것 같습니다
tpdls76**|와 진짜 개이쁨 이거 입고 우리 강다니엘 보러 갔습니다...이거랑 회색 가디건 입었는데 개져아요...세일 할 때 사서 개이득함 감사합니다
tpdls76**|편하게 입기 너무 좋은 것 같아요 할인해서 샀는데 진심 잘 산 듯.. 스판이 있어서 완전 편하구 길이도 진짜 적당합니다
rtr85**|체크치마 너무너무너무 갖고싶어서 여기저기 찾아보다가 후기도 좋고 색도 너무 이뻐서 그냥 질렀어요ㅋㅋㅋ 작은키인데도 그렇게 많이 길지는 않은거같아욤 약간 아이보리색니트나 검은색니트에도 잘어울려요! 만족합니댜
39583918**|이뻐요 조금만 더 옷 핏이 타이트하면 어떨까 하는 아쉽움이있기해도 만족합니다
tlsgywjd47**|일단 너무 부드럽고 이곳저곳 코디할 곳이 많아서 활용도 높아요~흰색 샀는데 검정색도 사고싶네요^^추천합니다
tlsgywjd47**|생각보다 커서 당황했지만 너무 포근해서 좋았어요~편안하게 아무대나 코디할 수 있는게 장점이에요^^
tlsgywjd47**|퍼프도 귀엽고 베이지 샀는데 색깔도 고급스러워요~빼입는거보다 앞쪽만 넣어입으면 핏이 예쁘네요^^추천합니다
thvldk61**|진짜예뻐요~ 살짝박시하구 좋아요^^ 원피스,블라우스 어디에도 잘어울려용!
ale35**|예뻐요 키가 큰편인데 안짧고 핏 딱 예뻐요!다른 숏패딩이랑 재질도 다르고핑크색도 사고싶을정도로 예뻐요❤️
693158145**|생각보다 따뜻하고 재질도 부드러워서 완전 맘에 들어요 리뷰 안남기는데 남깁니당 아 목이 조금 길긴한데 두번접으면 괜찮아요~
693158145**|좋아요 완젼 조아유 ~~~색도 이쁘고
693158145**|생각보다 신축성이 좋아서 m샀는데 s로 교환하려구요 ㅎㅎㅎ 이뻐요 고고싱상품 이번에 다 성공했어요
693158145**|진짜 너무 이뻐요 ㅠㅠㅠㅠㅠㅠ핏도 딱맞고 진지하게 진심으로 후회없을거에요 사이즈만 잘 보고 사시면 될거같아요!
pyj84**|처음써봤는뎀 쨩쨩하규 좋터라구요.                                    쨩좋아윱ㅎㅎㅎ
mila10**|금액대비 완전 좋아요 이너로 입기에도 좋고 옷재질도 부들부들해서 살갖에 닿는 느낌도 좋네요 다른색상도 구매할까 고민중
mila10**|톡톡하고 좋아요 교복색상이 브라운계열이라 교복위에 입으라고 브라운 주문했어요 작은체구를 가진 딸에게 소매 한번 접으니 이쁘게 맞네요
mila10**|딸이 입으려고 주문했는데 작은키에도 불구하고 짧네요그래도 입는다고 해서 반품 안하고 소장하고 있습니다
spacelog**|어깨뽕은 빼고 입어야겠어요 ㅋㅋㅋㅋ자켓이 생각보다 얇아요브라운 사고싶었는데블랙도 괜찮은 것 같아요
vy14**|빠른배송감사합니다.부들부들하고좋고, 보풀안생겨서 좋아요..얇고 따뜻해서~~ 가디건안에 이너로 입기 딱좋아요~~!!
spacelog**|많이 커요그런데도 너무 예뻐요!다른색도 사고싶었는데 못사서 아쉬워요ㅜㅜㅜㅜㅜ따뜻해요~~
vy14**|고고싱자체제작이라서 기대많이하고 샀는데 ㅠㅠ 별로에요..원피스안에 안감이 없어서 걸을때마다 안으로?!말리면서 올라가요..ㅠㅠ슬립입고 입어도 똑같고, 원피스 천이얇아서 그런것같아요 ㅠㅠ제키에 기장이 딱 맞아서키가 155이상이신분들은 많이짧을것같아요!말려올라가는것때문에 한번입고 안입었네요..흑..디자인은 진짜 이쁜데 아쉽습니다..ㅠㅠ
wjswl19**|진짜 !!! 완전 기여움!! 핏도 아방하게 나왔구요 뒤에 리본 내 눈에 보이지않지만 포인트 귯
qldtn**|무난하게 블랙 화이트로 샀는데 둘다 좋음요밑에도 후기 남겼지만 1000원치고 질도 괜찮고 좋슴다쪼끔 얇긴해요
qldtn**|1000원이라 큰 기대안했는데 질도 괜찮고 좋아요!!!쪼끔 얇긴한데 가격이 싸니까 이정돈 괜찮아요! 굳굳
qldtn**|생각보다 얇아요..근데 이쁨요. 롱치마랑 입으려고 샀어요!두꺼운줄 알았는데 얇아서 살짝 실망했지만 그래도 디자인 자체는 귀여운것 같아요.
wjswl19**|아이보리 구매했습니당 뭔가 착샷봤을때 목쪽에 주름이 어쩡쩡할 것 같아서 걱정했는디 원피스 안에 입으니까 완죤 이뻐요 !!
qldtn**|이거 진짜 가성비 갑인거같아요. 사실 벨트는 후기에서 본것처럼 그닥...이에요 전 벨트 안쓸거같아요 ㅋㅋㅋ장난감 같달까..근데 괜찮아여 벨트가 중요한게 아니니까요 치마는 질도 괜찮고 잘 산 것 같아요. 후기보면 치마 밑단 질은 좀 별로란 글 봤는데 전 괜찮았어요. 그레이도 살까 고민중이에요
qldtn**|이거 마지막에 넣은 옷인데.. 첨엔 진짜 좋았어여 재질도찰랑찰랑하고 질도 좋고 예뻤는데 한번 입고 뭐 격하게 움직인 것도 없었는데 겨드랑이쪽 터짐...ㅋㅋㅋㅋㅋㅋ 근데 그 부분이 약간 마감이 잘 안되어있는것 같아요.. 제가 야매로 꼬매긴 했는데 반대쪽 겨드랑이도 터질거같아여 ㅋㅋㅋㅋㅋ 질 되게 좋아보였는데 마감 약한거 빼곤 다 ㄱㅊ은것 같아요.
beast24**|진짜 따뜻하고 예뻐요!! 요즘 폭설 장난없는데 이거입으니까 끄떡없었어요ㅎㅎ 고고싱 감사합니다
qldtn**|오 이거 진짜 좋아요 질도 좋고 두툼하고 잘산거같아요!후기 말 처럼 생각보다 폼이 크기는 한데 그래도 좋아여치마랑 입으면 존예일것 같아요! 근데 좀 오래입으면 보풀 많이 생길것 같은 재질이긴해요..ㅠ 그래도 만족쓰!
kyjking**|미니미한 사이즈 인줄 알았지만 예쁘네요 착한가격 감사요
elf11**|너무 예뻐여ㅜㅜ코트 안에 입으면 넘 예븜
elf11**|저렴한데 예쁘기까지 해서 잘 입고 다닙니다 ㅎㅎ
elf11**|머메이드핏...
elf11**|너무 잘 입고 있습니다 ㅎㅎ
35299243**|이너로 입기 딱이에요 따뜻하구 보들보들해요! 실내에 가면 더울 정도니까 가격 대비 좋은 듯 해요
35299243**|조금 비치긴 하는데 쫀쫀한것 같아요 지금 날씨에는 좀 춥긴 한데 날 풀리면 잘 입을 것 같아요
35299243**|처음에 좀 냄새가 나긴 했는데 하루정도 있다 빠졌어요! 데일리로 입기도 괜찮구 검정치마랑 입었더니 좋았어요!
35299243**|귀엽고 이뻐요! 160인데 단추첫번째로 하면 뒤에서 봤을 때 좀 짧아서 두번째단추 많이 사용해요..!
wlswn2**|길이감도 예쁘고 (짧지않고 그렇다고 막 길지도않아서) 체크가 촌스럽지않아서 더 맘에들었어요.단점이라면 같이 온 벨트가 벌써 망가졌네오ㅜㅜㅜ그래도 치마자체는 질도괜찮구 이뻐용
wlswn2**|진심 너무 예뻐요!!! 핑크골드색상으로 샀는데 전혀 싸보이지않고 가격대비이상의 퀄리티~귀걸이하나바꿨을뿐인뎅ㅎㅎ 분위가 확 달라지네요
lhl06**|베이지색이랑 검은색 샀는데 베이지색 너무이뻐요ㅜㅜ 밑에 뒷부분이 조금뜨는건 있어요! 사이즈도 딱맞구 짧은거 좋아해서 길이도 맘에 들어요 감사합니다ㅎㅎ
alswls33**|그레이 색상으로 사길 잘 한것 같아요안에 레이스입고 입으면 더 예쁘구 바지보다는 치마 강추!!아쉬운 점은 첫번째 단추구멍말고 나머지 단추구멍들은 좀 커서 신경 쓰여요ㅠ
lina122**|일단 니트 자체가 정말 도톰하구요~ 짜임도 탄탄하고 저는 코코아 색상 샀는데 진짜 너무 예뻐요!
duswjd**|옷이 너무너무예뻐서 27까지만이라고 쓰여있는데 그냥 샀어요ㅠㅠ프리라고 하는데 뭔 27이야 하면서 샀는데 네... 살 빼고 입으려구요 그래도 너무 이뻐요..
somem**|이 옷 롯*백화점 T*** 편집샵에서 59000원에 파는거에요보자마자 반해버려서 바로 지르려다 계산줄이 너무 길어서 못사고 나온건데ㅠㅜ고고싱에 이옷 올라온거보고 바로샀어요 진짜 상품명 그대로 실물깡패에요 딱 여성스러운 데이트룩! 허리에 끈도 있어서 딱 핏되게 입을수도있고 입으면 정말정말 예뻐요이건 꼭 사야해요 사면 돈버는겁니다 백화서에서 봤던걸 반값정도에 사니까 완전 득템한 기분이에요 옷 퀄도 백화점 퀄리티에요 디테일이 살아있고 넘넘 예쁨ㅠㅠ 매장에서 봤을땐 회색도 있었는데 그것도 판매해주세요 바로 살게요사랑해요 고고싱ㅠㅠ
shj27**|진짜 털이 보들보들하고 푹신푹신해용♡♡너무 귀엽구요 따뜻해염!@!색깔도 이쁘구요 근데 입고나면 안에 티에 털이 다묻어요....
shinee9**|기모바지 하나 필요해서 삿는데 좋아여 스판도 많아서 편하고 진청으로 삿는데 색깔도 이쁩니당 중청도 사고싶네요
shinee9**|좋아요 생각보다 조금 얇긴한데 가격이 저렴해서 괜찮은거 깉아요 검정색 기본코트하나 필요해서 삿는데 잘입겟습니당
shj27**|사진으로만 봤을땐 엄청작을줄 알았는데 실물로 보니까 의외로 커요!!색깔도 베이지라서 이쁘구요ㅋㅋ한가지 아쉬운게있다면 가방을 닫을때 자석붙이는게 좀 뻑뻑하더라구요 그래도 많이불편하지는않아요!
shinee9**|너무이뻐요!! 네이비랑 아이보리중에 고민하다가 혹시 싼티날까봐 네이비로 샀는데 전혀 씬티안나요 팔목부분이 조금 그렇긴한데 별로 티도안나고 진짜 가볍고 좋아여 다음엔 아이보리도 사고싶어요
somem**|보들보들해요니트 잘못사면 따가워서 잘안사는데 요건 보들보들해서 넘 좋아요ㅎㅎ 석유냄새가 좀 나는데 한번 세탁하니까 하나도 안나요 데일리로 입기좋고 도톰해서 따뜻해요
tjdw**|다른색 폴라티는 있는데 노란색이 없어서 구매했는데 역시나 고고싱 마음에 듭니다>__< 진짜 색도 이쁘고 박시해도 핏이 이쁘개 떨어져서 너무 괜찮아요!!!
tjdw**|작을까봐 걱정했는데 괜한 걱정이였어요!!엄마도 치마랑 입으면 이쁠것같다고 하시구 다만 안에 내의를 입어야할 것 같아요 약간 피부예민하시분들은 따끔거리는 경우가 있어서..그래도 만족합니다!!
holy**|이름 그대로 부드러운 폴라티고 블랙이라서 어디에 입든 잘 어울려서 좋았어요폴라 부분이 너무 쪼이지도 않고요
holy**|옷이 허리가 안잡혀있어서 부해보이면 어쩌나 했는데 너무 붙지도 않고 너무 크지도 않아서 좋았어요
sbo061**|브라운 시켰는데 너무 이뻐요ㅠㅠㅠㅠ 코디하기도 쉽고!! 적극 추천
holy**|저에게는 길이가 약간 짧기는 했지만 색도 사진 그대로고 어디에 입어도 어울리는 바지였어요다리 모양도 예쁘게 잡아주고요
holy**|소재도 정말 부드럽고 어디에 입어도 물결 무늬가 포인트가 돼서 예쁘더라고요! 정말 만족합니다
caly137**|니트와 매치 하려고 구입했어용 역시 치마가 편하고 짱! 날씨 좀 풀리면 매일매일 입고 다닐예정
caly137**|목티 하나 없어서 새로 주문했는데 저한테 잘 맞았으면 좋겠네용ㅎㅎㅎ 고고싱은  실패한적이 없으니 믿겠습니다
caly137**|벌써 두번째 구매인데 짱 좋아요 키 작은편이지만 막상 입으면 그렇게 크지도 않고 핏도 적당히 이쁩니다. 면접보러 갈때 블라우스에 슬랙스 매치하면 완전 깔끔함ㅋㅋ
dkfmadla**|색상이 화면이랑 너무 달라요.저는 개인적으로 많이 실망스럽네요.. 약간 탁한듯한 색이 너무 예뻐서 구매한건데 그냥 일반적인 진청색상이에요.반품할까하다 그냥 싼맛에 입는다고 생각하려구요..
691864453**|배송빠르고 좋아요오 자칫 하면 할머니옷이 될 수도 있지만ㅋㅋㅋ잘 입을게용 빨리 입고 나가고 싶네용
sclovelo**|저번에 샀는데 넘 따뜻하고 좋아서 남동생 것도 하나 샀어요~동생은 팔이 살짝 짧은 느낌이긴 한데 그래도 따뜻해서 잘 입고 다닐 수 있을 것 같아요
wnfl45**|배송도 빠르고 질도 아주 부드럽고 좋아요리본도 아주 귀엽네요 ㅎㅎ 맘에 들어요 ^^수고하세요!!!!!!!!!!!!!!!!!
wjdqls78**|여성스럽고 너무 이쁘네여 ㅎㅎㅎ 근데 지퍼가 윗부분이 좀 너무 뻑뻑하긴한데 그래도 만족만족 잘입고 다닐게요~
wjdqls78**|이쁜데 ㅜ아무래도 허리가 밴딩이여서 그런지 뒷부분이 붕붕 떠요ㅜㅜ 그거빼고는 만족합니다 잘입을게요~~
wjdqls78**|ㅎㅎ엄청 보들보들하고 두꺼워서 따뜻해요! 면이 진짜 부드러워용 넘 조아요 디자인도 이뻐요 ㅎㅎ 잘입을게용 !!
